"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000863828.1|ENSG00000155380.14|OTTHUMG00000012129.2|-|SLC16A1-216|SLC16A1|3096|protein_coding|",23.4738526987286,-22.3647855352883,2.96447157773246,-7.54427389463967,4.54814373293283e-14,6.76433013370737e-12
"ENST00000623402.1|ENSG00000244486.10|OTTHUMG00000150779.5|OTTHUMT00000478837.1|SCARF2-203|SCARF2|3248|protein_coding|",19.7781910323861,22.0821059059696,2.94943684441366,7.48688887771708,7.05253641320355e-14,1.03945491639649e-11
"ENST00000938440.1|ENSG00000168411.15|OTTHUMG00000177368.7|-|RFWD3-218|RFWD3|5075|protein_coding|",25.3945270611098,-22.0235740974686,2.96393489862995,-7.43051883752534,1.08172528649418e-13,1.58009157920043e-11
"ENST00000876898.1|ENSG00000132670.22|OTTHUMG00000031718.6|-|PTPRA-208|PTPRA|2791|protein_coding|",26.3131886846578,22.3680379658207,3.01328634966352,7.42313718983873,1.14378192645704e-13,1.65595330237497e-11
"ENST00000910929.1|ENSG00000170889.15|OTTHUMG00000066618.10|-|RPS9-217|RPS9|590|protein_coding|",32.9971274138688,-21.9918772717173,2.98146564894655,-7.37619676399351,1.62875249052211e-13,2.33740269692471e-11
"ENST00000478585.6|ENSG00000087460.29|OTTHUMG00000033069.23|OTTHUMT00000080424.7|GNAS-234|GNAS|1548|protein_coding|",43.2869673579179,22.2375697390857,3.02707893798243,7.34621402172855,2.03899798376504e-13,2.9006962621214e-11
"ENST00000905131.1|ENSG00000163346.18|OTTHUMG00000037369.6|-|PBXIP1-208|PBXIP1|3273|protein_coding|",18.2801399406601,21.6708894824736,2.95099384457559,7.34359020175805,2.07939143964559e-13,2.90759350022238e-11
"ENST00000851170.1|ENSG00000083845.10|OTTHUMG00000183530.5|-|RPS5-213|RPS5|768|protein_coding|",39.8396528402914,-22.0069853911429,2.99661111039869,-7.34395775106598,2.0736860615941e-13,2.90759350022238e-11
"ENST00000417226.6|ENSG00000183624.15|OTTHUMG00000159452.6|-|HMCES-203|HMCES|1490|protein_coding|",19.4032023930085,21.9315912611047,2.99992293055547,7.31071823136597,2.65718211163865e-13,3.68402536833968e-11
"ENST00000924954.1|ENSG00000165458.16|OTTHUMG00000167879.4|-|INPPL1-220|INPPL1|4684|protein_coding|",26.8235934311519,-21.2837524763222,2.96677694055766,-7.17403192176675,7.28206192185406e-13,1.00113052976078e-10
"ENST00000850995.1|ENSG00000310581.1|-|-|ENST00000850995|ENSG00000310581|968|lncRNA|",1377.8413229437,8.57596490049315,2.15552308787378,3.97860034473235,6.93221535816584e-05,0.00945092027163277
"ENST00000872288.1|ENSG00000171603.19|OTTHUMG00000001451.4|-|CLSTN1-211|CLSTN1|3690|protein_coding|",27.1326919927881,8.0094675997434,2.02702957398464,3.95133238436121,7.77172955377745e-05,0.010507892190066
"ENST00000860291.1|ENSG00000197321.17|OTTHUMG00000017882.10|-|SVIL-221|SVIL|7858|protein_coding|",43.0094287320355,-9.0206380814714,2.288995581123,-3.94087177619006,8.11860172662722e-05,0.0108869118235755
"ENST00000280527.7|ENSG00000150938.11|OTTHUMG00000099419.3|OTTHUMT00000216878.3|CRIM1-201|CRIM1|6060|protein_coding|",60.0754660291291,-9.498905166548,2.4171313134586,-3.92982586988885,8.50073998249868e-05,0.011306675293795
"ENST00000393249.6|ENSG00000091039.18|OTTHUMG00000169876.3|OTTHUMT00000406356.1|OSBPL8-202|OSBPL8|7047|protein_coding|",29.3452473235024,8.12074766281987,2.11501445730682,3.83957075790418,0.000123249605379132,0.0162609963226016
"ENST00000552493.4|ENSG00000223980.10|OTTHUMG00000044844.4|-|HLA-A-255|HLA-A|1611|protein_coding|",49.9419041532256,8.88026675197439,2.38391490792129,3.72507706649552,0.000195255561104407,0.0255550478373448
"ENST00000409567.7|ENSG00000204843.14|OTTHUMG00000129963.31|OTTHUMT00000327943.2|DCTN1-205|DCTN1|4024|protein_coding|",38.8777001994272,-8.87232577202974,2.41080205970927,-3.68023817480051,0.000233016207343007,0.0302551202550126
"ENST00000651849.1|ENSG00000079308.21|OTTHUMG00000133056.10|OTTHUMT00000499384.2|TNS1-222|TNS1|10148|protein_coding|",88.5244110795496,-10.0586470533642,2.74334977433907,-3.66655653881666,0.000245838583639099,0.0316686553412257
"ENST00000943244.1|ENSG00000122863.7|OTTHUMG00000018431.2|-|CHST3-203|CHST3|6760|protein_coding|",14.94513924486,-7.49480361847411,2.05769189538149,-3.64233519862534,0.000270175945136307,0.0345318629877342
"ENST00000480945.6|ENSG00000197312.13|OTTHUMG00000002381.3|OTTHUMT00000006826.2|DDI2-202|DDI2|10667|protein_coding|",37.3930031516485,8.46389837705921,2.36188888504235,3.58352944995015,0.000338982524655248,0.042659646948922
"ENST00000357586.7|ENSG00000100280.18|OTTHUMG00000151109.4|OTTHUMT00000321374.2|AP1B1-202|AP1B1|4165|protein_coding|",22.333605161868,7.72266822627396,2.15453231567247,3.5843826384491,0.000337876448176308,0.042659646948922
